aspect,description,sentiment,Sentiment
game,old,0.1,Positive
speed,too high,0.16,Positive
process,boring,-1.0,Negative
process,most,0.5,Positive
word,30hz,0.0,Neutral
aspect,fixable,0.0,Neutral
shoot,fun,0.3,Positive
people,well,0.0,Neutral
game,fun,0.3,Positive
map,more,0.5,Positive
hardcore,miss,0.0,Neutral
control,insane,-1.0,Negative
variety,surprisingly great,0.8,Positive
ride,original,0.375,Positive
map,few,-0.2,Negative
progression,deep,0.0,Neutral
game,sad,-0.5,Negative
cod,deep,0.0,Neutral
ward,good,0.7,Positive
multiplayer,well,0.0,Neutral
game,amazing,0.6000000000000001,Positive
storytelling,whole,0.2,Positive
use,so foolish,0.0,Neutral
campaign,great,0.8,Positive
shit,anymore still well later worth,0.15,Positive
fan,original,0.375,Positive
campaign,old,0.1,Positive
multiplayer,absolute,0.2,Positive
feature,bad,-0.6999999999999998,Negative
people,difficult,-0.5,Negative
core,well,0.0,Neutral
screen,blue,0.0,Neutral
game,too unstable,0.0,Neutral
sense,very realistic,0.21666666666666667,Positive
beta,well,0.0,Neutral
cod,nostalgic,-0.5,Negative
design,sound,0.4,Positive
crash,late,-0.3,Negative
developer,big,0.0,Neutral
play,more,0.5,Positive
bobby,49th,0.0,Neutral
thing,annoying,-0.8,Negative
campaign,amazing,0.6000000000000001,Positive
war,empty,-0.1,Negative
war,excited,0.375,Positive
cod,same,0.0,Neutral
release,as big,0.0,Neutral
run,certain,0.21428571428571427,Positive
multiplayer,overall,0.0,Neutral
franchise,old,0.1,Positive
one,most unneeded,0.5,Positive
map,top,0.5,Positive
map,expose,0.0,Neutral
camp,quite easy,0.43333333333333335,Positive
op,black,-0.16666666666666666,Negative
game,light,0.4,Positive
multiplayer,fun,0.3,Positive
people,glue,0.0,Neutral
people,more,0.5,Positive
campaign,total,0.0,Neutral
playlist,available,0.4,Positive
boy,other,-0.125,Negative
game,amazing,0.6000000000000001,Positive
story,enjoyable,0.5,Positive
game,almost unplayable,-0.4,Negative
game,good,0.7,Positive
scene,just so bad,-0.6999999999999998,Negative
fight,regular,0.0,Neutral
game,good,0.7,Positive
game,cold,-0.6,Negative
player,disable,0.0,Neutral
game,rex,0.0,Neutral
match,more battlefield,0.5,Positive
mode,useful,0.3,Positive
doz,too very hard,-0.3791666666666667,Negative
mission,favourite,0.0,Neutral
patch,remove,0.0,Neutral
aim,multiple,0.0,Neutral
experience,bad,-0.6999999999999998,Negative
fuck,real,0.2,Positive
campaign,extremely fun,0.3,Positive
cod,last,0.0,Neutral
thing,wow,0.1,Positive
choice,reset,0.0,Neutral
path,asinine,0.0,Neutral
game,worth,0.3,Positive
game,3472673642th,0.0,Neutral
people,other,-0.125,Negative
industry,other,-0.125,Negative
crash,albanian,0.0,Neutral
campaign,solid,0.0,Neutral
campaign,really solid,0.0,Neutral
graphic,astounding,0.6,Positive
game,needless,-0.5,Negative
ton,quite enjoyable,0.5,Positive
time,recent,0.0,Neutral
money,tight,-0.17857142857142858,Negative
game,more excited,0.4375,Positive
campaign,all bad,-0.6999999999999998,Negative
downfall,hardcore,0.0,Neutral
ton,crazy,-0.6,Negative
menu,least,-0.3,Negative
structure,old,0.1,Positive
spoiler,early,0.1,Positive
character,american,0.0,Neutral
example,favourite,0.0,Neutral
campaign,great,0.8,Positive
game,entire,0.0,Neutral
return,good,0.7,Positive
player,multiple,0.0,Neutral
account,unauthorized,0.0,Neutral
game,validate,0.0,Neutral
game,bad,-0.6999999999999998,Negative
system,insane,-1.0,Negative
wanna,other,-0.125,Negative
game,mw2,0.0,Neutral
gunplay,second,0.0,Neutral
campaign,fine,0.4166666666666667,Positive
multiplayer,fine,0.4166666666666667,Positive
campaign,great,0.8,Positive
speed,more slow,0.09999999999999998,Positive
menu,complete,0.1,Positive
game,mediocre,-0.5,Negative
game,boring,-1.0,Negative
none,iconic,0.5,Positive
challenge,very unreliable,0.2,Positive
game,break,0.0,Neutral
game,visual,0.0,Neutral
game,fast,0.2,Positive
game,sad,-0.5,Negative
campaign,long,-0.05,Negative
game,raw,-0.23076923076923078,Negative
boy,very stupid,-1.0,Negative
campaign,worth,0.3,Positive
multiplayer,absolutely terrible,-1.0,Negative
glitch,black,-0.16666666666666666,Negative
crash,most major,0.28125,Positive
graphic,uninterrupted,0.0,Neutral
campaign,great,0.8,Positive
lot,late,-0.3,Negative
amount,large,0.21428571428571427,Positive
warfare,own,0.6,Positive
one,fresh,0.3,Positive
mode,occasional,0.0,Neutral
game,modern,0.2,Positive
price,too steep,0.0,Neutral
multiplayer,fun,0.3,Positive
hour,good,0.7,Positive
ghost,of call,0.0,Neutral
map,build,0.0,Neutral
fire,much,0.2,Positive
developer,accountable,0.0,Neutral
hell,loose,-0.07692307692307693,Negative
pass,previous,-0.16666666666666666,Negative
wanna,constant,0.0,Neutral
state,real,0.2,Positive
campaign,usual,-0.25,Negative
multiplayer,low,0.0,Neutral
graphic,beautiful,0.85,Positive
campaign,good,0.7,Positive
people,honest,0.6,Positive
multiplayer,great,0.8,Positive
gold,much easy,0.43333333333333335,Positive
multiplayer,good,0.7,Positive
war,easy,0.43333333333333335,Positive
end,toxic,0.0,Neutral
shade,key,0.0,Neutral
campaign,good,0.7,Positive
movement,ultra,0.0,Neutral
vida,ready,0.2,Positive
experience,horrible,-1.0,Negative
design,amazing,0.6000000000000001,Positive
header,good,0.7,Positive
scene,so smooth,0.4,Positive
gamelan,different,0.0,Neutral
work,minor,-0.05,Negative
hand,finisher,0.0,Neutral
enemy,military,-0.1,Negative
play,really good,0.7,Positive
game,endless,-0.125,Negative
fix,unplayable,-0.4,Negative
writing,great,0.8,Positive
play,too slow,-0.30000000000000004,Negative
bug,many,0.5,Positive
game,other,-0.125,Negative
campaign,sic,0.0,Neutral
game,more realistic,0.3333333333333333,Positive
combat,very quick,0.43333333333333335,Positive
stomping,too fun,0.3,Positive
part,good,0.7,Positive
disconnect,good,0.7,Positive
team,whole,0.2,Positive
game,black,-0.16666666666666666,Negative
ban,final,0.0,Neutral
gun,pro,0.0,Neutral
care,free,0.4,Positive
survival,big,0.0,Neutral
campaign,fun,0.3,Positive
multiplayer,same,0.0,Neutral
campaign,good,0.7,Positive
item,miss,0.0,Neutral
campaign,hunt,0.0,Neutral
fuck,dead,-0.2,Negative
game,nice,0.6,Positive
pc,extremely noticeable,-0.125,Negative
problem,so difficult,-0.5,Negative
campaign,boring,-1.0,Negative
remainder,cooperative,0.0,Neutral
content,future,0.0,Neutral
tier,bad,-0.6999999999999998,Negative
hardcore,available,0.4,Positive
game,tell,0.0,Neutral
game,other,-0.125,Negative
crash,suspicious,0.0,Neutral
asset,entire,0.0,Neutral
volume,consistent,0.25,Positive
feature,present,0.0,Neutral
weapon,ugly,-0.7,Negative
game,first,0.25,Positive
way,large,0.21428571428571427,Positive
system,key,0.0,Neutral
game,full,0.35,Positive
multiplayer,about as enjoyable,0.5,Positive
hand,emden,0.0,Neutral
find,favourite,0.0,Neutral
pc,mostly good,0.7,Positive
graphic,good,0.7,Positive
mission,great,0.8,Positive
call,few,-0.2,Negative
game,stuck,0.0,Neutral
table,late,-0.3,Negative
thing,entire,0.0,Neutral
game,white,0.0,Neutral
vision,perfect,1.0,Positive
pc,ultra,0.0,Neutral
pc,very impressive,1.0,Positive
story,connected,0.0,Neutral
system,true,0.35,Positive
tree,different,0.0,Neutral
game,worth,0.3,Positive
game,sad,-0.5,Negative
play,tight,-0.17857142857142858,Negative
play,cold,-0.6,Negative
graphic,that bad,-0.6999999999999998,Negative
driver,fresh,0.3,Positive
bunch,good,0.7,Positive
piece,worried,0.0,Neutral
baby,middle,0.0,Neutral
map,amazing,0.6000000000000001,Positive
game,second,0.0,Neutral
luck,more,0.5,Positive
multiplayer,boring,-1.0,Negative
map,ego,0.0,Neutral
campaign,good,0.7,Positive
gun,pretty good,0.475,Positive
game,worth,0.3,Positive
map,awful,-1.0,Negative
bunch,quick,0.3333333333333333,Positive
cod,entire,0.0,Neutral
people,only,0.0,Neutral
system,weird,-0.5,Negative
complaint,same,0.0,Neutral
shit,confrontational,0.0,Neutral
bigot,blk,0.0,Neutral
error,wrong,-0.5,Negative
game,about worth,0.3,Positive
gun,fun,0.3,Positive
online,sad,-0.5,Negative
game,decent,0.16666666666666666,Positive
streaming,texture,0.0,Neutral
campaign,good,0.7,Positive
matchmake,awful,-1.0,Negative
match,fun,0.3,Positive
war,normal,0.15,Positive
system,bloody,-0.8,Negative
attachment,enormous,0.0,Neutral
game,technical,0.0,Neutral
simulator,very nice,0.78,Positive
crash,dale,0.0,Neutral
game,really break,0.2,Positive
menu,broken,-0.4,Negative
game,much unfinished,0.2,Positive
part,really frustrating,-0.4,Negative
game,really hard,-0.2916666666666667,Negative
enemy,whole,0.2,Positive
enemy,frustrating,-0.4,Negative
sponge,fun,0.3,Positive
enemy,kill,0.0,Neutral
experience,negative,-0.3,Negative
campaign,few,-0.2,Negative
vibe,miss,0.0,Neutral
modeleaderboardsstatsbarrackschallengesmedalsability,unlock,0.0,Neutral
game,amazing,0.6000000000000001,Positive
campaign,nice,0.6,Positive
enemy,pretty good,0.475,Positive
ban,unbanned,0.0,Neutral
boring,unfair,-0.5,Negative
hacker,enjoyable,0.5,Positive
user,due,-0.125,Negative
map,too big,0.0,Neutral
cod,good,0.7,Positive
game,poorly optimise,-0.4,Negative
play,special,0.35714285714285715,Positive
rig,more powerful,0.4,Positive
game,minimum,0.0,Neutral
game,full,0.35,Positive
quit,incoming,0.0,Neutral
impression,first,0.25,Positive
game,utter,0.0,Neutral
i,negative,-0.3,Negative
kind,mentally defect,-0.1,Negative
thing,most amazing,0.55,Positive
part,horrible,-1.0,Negative
activity,perfect,1.0,Positive
mission,new,0.13636363636363635,Positive
teammate,instant,0.0,Neutral
enemy,frustrating,-0.4,Negative
game,graphical,0.0,Neutral
play,so hollow,-0.1,Negative
sequel,modern,0.2,Positive
multiplayer,parasitic,0.0,Neutral
monetization,own,0.6,Positive
mission,same,0.0,Neutral
map,straight,0.2,Positive
war,full,0.35,Positive
invasion,super,0.3333333333333333,Positive
campaign,last,0.0,Neutral
war,amazing,0.6000000000000001,Positive
call,typical,-0.16666666666666666,Negative
ton,complete,0.1,Positive
gunplay,however good,0.7,Positive
campaign,bad,-0.6999999999999998,Negative
multiplayer,decent,0.16666666666666666,Positive
cod,1st,0.0,Neutral
guy,cold,-0.6,Negative
sound,amazing,0.6000000000000001,Positive
use,good,0.7,Positive
play,good,0.7,Positive
proposition,hefty,0.0,Neutral
way,tedious,-0.5,Negative
gunplay,great,0.8,Positive
thing,hard,-0.2916666666666667,Negative
thing,least,-0.3,Negative
man,full,0.35,Positive
bug,good,0.7,Positive
call,good,0.7,Positive
story,diverse,0.0,Neutral
story,many,0.5,Positive
mode,other,-0.125,Negative
movement,good,0.7,Positive
gun,previous,-0.16666666666666666,Negative
map,narrow,-0.2,Negative
balancing,really exceptional,0.6666666666666666,Positive
multiplayer,likely,0.0,Neutral
game,literally cod,0.0,Neutral
play,great,0.8,Positive
campaign,amazing,0.6000000000000001,Positive
campaign,good,0.7,Positive
thing,so tedious,-0.5,Negative
team,alive,0.1,Positive
enemy,open,0.0,Neutral
enemy,most,0.5,Positive
campaign,pretty bad,-0.22499999999999992,Negative
game,unplayable,-0.4,Negative
people,realistic,0.16666666666666666,Positive
clearing,horrendous,0.0,Neutral
performance,horrible,-1.0,Negative
mechanic,perk,0.0,Neutral
price,worth,0.3,Positive
game,amazing,0.6000000000000001,Positive
player,slightly competitive,-0.16666666666666666,Negative
game,last,0.0,Neutral
game,great,0.8,Positive
game,massive,0.0,Neutral
play,smooth,0.4,Positive
glitch,new,0.13636363636363635,Positive
map,wet,-0.1,Negative
dialogue,bad,-0.6999999999999998,Negative
gunfight,super boring,-0.33333333333333337,Negative
sponge,convoluted,0.0,Neutral
warfare,modern,0.2,Positive
warfare,low,0.0,Neutral
fight,well,0.0,Neutral
mission,even close,0.0,Neutral
campaign,original,0.375,Positive
price,bad,-0.6999999999999998,Negative
campaign,great,0.8,Positive
graphic,right,0.2857142857142857,Positive
multiplayer,other,-0.125,Negative
crash,constant,0.0,Neutral
menu,obnoxious,0.0,Neutral
presentation,just insane,-1.0,Negative
campaign,sic,0.0,Neutral
campaign,incredible,0.9,Positive
multiplayer,most bad,-0.09999999999999992,Negative
fps,slow,-0.30000000000000004,Negative
cod,fast,0.2,Positive
multiplayer,essentially unfinished,0.0,Neutral
necessity,few,-0.2,Negative
system,so binary,0.0,Neutral
map,more open,0.25,Positive
campaign,pretty good,0.475,Positive
map,own,0.6,Positive
gun,several,0.0,Neutral
issue,very 1st,0.2,Positive
spite,pure,0.21428571428571427,Positive
issue,perfect,1.0,Positive
one,sure,0.5,Positive
game,whistle,0.0,Neutral
mechanic,only,0.0,Neutral
game,prime,0.0,Neutral
multiplayer,fun,0.3,Positive
campaign,annoying,-0.8,Negative
mission,short,0.0,Neutral
campaign,enjoyable,0.5,Positive
campaign,unplayable,-0.4,Negative
gun,good,0.7,Positive
game,pretty good,0.475,Positive
campaign,bad,-0.6999999999999998,Negative
developer,bad,-0.6999999999999998,Negative
multiplayer,great,0.8,Positive
campaign,long,-0.05,Negative
change,key,0.0,Neutral
team,such,0.0,Neutral
emotion,thorough,0.0,Neutral
game,worth,0.3,Positive
gunplay,big,0.0,Neutral
map,really good,0.7,Positive
game,huge,0.4000000000000001,Positive
map,bad,-0.6999999999999998,Negative
play,bad,-0.6999999999999998,Negative
graphic,bad,-0.6999999999999998,Negative
movement,bad,-0.6999999999999998,Negative
thing,hardcore,0.0,Neutral
campaign,good,0.7,Positive
system,stable,0.0,Neutral
game,at most,0.5,Positive
game,so many,0.5,Positive
heck,dumb,-0.375,Negative
game,new,0.13636363636363635,Positive
squad,sim,0.0,Neutral
buck,free,0.4,Positive
audio,technical,0.0,Neutral
i,least,-0.3,Negative
play,less,-0.16666666666666666,Negative
mode,great,0.8,Positive
mission,long,-0.05,Negative
game,third,0.0,Neutral
crash,hard,-0.2916666666666667,Negative
game,more patient,0.5,Positive
one,sure,0.5,Positive
game,full,0.35,Positive
campaign,good,0.7,Positive
match,first,0.25,Positive
campaign,unplayable,-0.4,Negative
story,just bad,-0.6999999999999998,Negative
change,different,0.0,Neutral
charade,so uninspired,-0.5,Negative
mission,unarmed,0.0,Neutral
campaign,boring,-1.0,Negative
live,healthy,0.5,Positive
person,open,0.0,Neutral
game,good,0.7,Positive
crashing,really enjoyable,0.5,Positive
one,close,0.0,Neutral
bot,average,-0.15,Negative
cod,more,0.5,Positive
call,good,0.7,Positive
one,really good,0.7,Positive
boss,so good,0.7,Positive
wife,modern,0.2,Positive
game,so good,0.7,Positive
story,great,0.8,Positive
campaign,somewhat hard,-0.2916666666666667,Negative
one,fantastic,0.4,Positive
ave,freaking,0.0,Neutral
game,just as good,0.7,Positive
game,hilarious,0.5,Positive
game,absolutely ridiculous,-0.3333333333333333,Negative
game,few,-0.2,Negative
mechanic,great,0.8,Positive
audio,outstanding,0.5,Positive
veteran,easy,0.43333333333333335,Positive
thing,more likely,0.25,Positive
scene,cut,0.0,Neutral
game,more realistic,0.3333333333333333,Positive
speed,slow,-0.30000000000000004,Negative
snipe,great,0.8,Positive
grenade,hot,0.25,Positive
rifle,new,0.13636363636363635,Positive
level,unlock,0.0,Neutral
community,creative,0.5,Positive
win,well,0.0,Neutral
cod,sorry,-0.5,Negative
word,final,0.0,Neutral
multiplayer,great,0.8,Positive
game,stubborn,0.0,Neutral
angle,ever single,-0.07142857142857142,Negative
sentinel,actual,0.0,Neutral
cod,fast,0.2,Positive
gap,necessary,0.0,Neutral
gate,as fast,0.2,Positive
player,different,0.0,Neutral
pal,fast,0.2,Positive
gap,good,0.7,Positive
review,relate,0.0,Neutral
snap,aware,0.25,Positive
enemy,tedious,-0.5,Negative
guy,then debatable,0.0,Neutral
mechanic,cool,0.35,Positive
mission,drag,-0.1,Negative
crash,stable,0.0,Neutral
get,interrogate,0.0,Neutral
lot,good,0.7,Positive
campaign,awesome,1.0,Positive
duma,hot,0.25,Positive
thing,most impressive,0.75,Positive
game,much more,0.5,Positive
campaign,good,0.7,Positive
multiplayer,alright,0.0,Neutral
call,more,0.5,Positive
campaign,excellent,1.0,Positive
cast,great,0.8,Positive
alejandro,nice,0.6,Positive
gunplay,many,0.5,Positive
plenty,many,0.5,Positive
game,other,-0.125,Negative
game,still weird,-0.5,Negative
map,so much,0.2,Positive
game,only,0.0,Neutral
half,stealth,0.0,Neutral
freeze,previous,-0.16666666666666666,Negative
multiplayer,unfinished,0.0,Neutral
lobby,other,-0.125,Negative
update,random,-0.5,Negative
work,affected4th,0.0,Neutral
deus,proper,0.0,Neutral
fact,next,0.0,Neutral
game,nice,0.6,Positive
coop,more,0.5,Positive
ward,real,0.2,Positive
game,lag,0.0,Neutral
people,mid,0.0,Neutral
storyline,fun,0.3,Positive
people,mic,0.0,Neutral
crash,drunk,-0.5,Negative
campaign,brilliant,0.9,Positive
game,several,0.0,Neutral
texture,tweak,0.0,Neutral
stutter,present,0.0,Neutral
violence,bad,-0.6999999999999998,Negative
system,broken,-0.4,Negative
game,very good,0.9099999999999999,Positive
cod,old,0.1,Positive
grind,ranksleaderboardcompletinist,0.0,Neutral
community,weekly,0.0,Neutral
none,complete,0.1,Positive
game,free,0.4,Positive
game,complete,0.1,Positive
map,hard,-0.2916666666666667,Negative
call,very promising,0.26,Positive
thing,really awesome,1.0,Positive
life,whole,0.2,Positive
pc,same,0.0,Neutral
player,decent,0.16666666666666666,Positive
multiplayer,full,0.35,Positive
quality,terrible,-1.0,Negative
crash,triple,0.0,Neutral
vision,least,-0.3,Negative
game,same,0.0,Neutral
map,random,-0.5,Negative
depth,unparalleled,0.0,Neutral
feel,nice,0.6,Positive
handgun,slightly stealthy,-0.16666666666666666,Negative
game,interesting,0.5,Positive
man,easy,0.43333333333333335,Positive
people,so grateful,0.0,Neutral
post,cool,0.35,Positive
play,nice,0.6,Positive
require,minimum,0.0,Neutral
cache,multiple,0.0,Neutral
voice,first,0.25,Positive
player,huge,0.4000000000000001,Positive
problem,big,0.0,Neutral
care,free,0.4,Positive
survival,big,0.0,Neutral
tier,hardcore,0.0,Neutral
people,bad,-0.6999999999999998,Negative
game,so large,0.21428571428571427,Positive
tier,good,0.7,Positive
game,great,0.8,Positive
map,nice,0.6,Positive
war,cold,-0.6,Negative
release,bad,-0.6999999999999998,Negative
mode,wrong,-0.5,Negative
rifle,quick,0.3333333333333333,Positive
crash,all good,0.7,Positive
team,last,0.0,Neutral
crash,fixable,0.0,Neutral
warfare,full,0.35,Positive
warfare,least,-0.3,Negative
vision,afraid,-0.6,Negative
shepard,able,0.5,Positive
mission,very frustrating,-0.52,Negative
weapon,irrelevant,-0.5,Negative
way,marksman,0.0,Neutral
game,complete,0.1,Positive
crash,permanent,0.0,Neutral
play,french,0.0,Neutral
gold,massive,0.0,Neutral
multiplayer,awesome,1.0,Positive
shout,mum,0.0,Neutral
time,magical,0.5,Positive
company,fast,0.2,Positive
game,graphic,0.0,Neutral
fun,other,-0.125,Negative
one,nearly as good,0.7,Positive
design,surprisingly poor,-0.4,Negative
mission,out bad,-0.6999999999999998,Negative
system,great,0.8,Positive
graphic,terrible,-1.0,Negative
graphic,white,0.0,Neutral
shoot,same,0.0,Neutral
graphic,so grainy,0.0,Neutral
rinse,full,0.35,Positive
lighting,sublime,0.0,Neutral
one,new,0.13636363636363635,Positive
game,full,0.35,Positive
game,other,-0.125,Negative
name,white,0.0,Neutral
hank,rather shocking,-1.0,Negative
operation,small,-0.25,Negative
family,financial,0.0,Neutral
launch,all good,0.7,Positive
matching,last,0.0,Neutral
player,more,0.5,Positive
cod,same,0.0,Neutral
game,unplayable,-0.4,Negative
gun,as cool,0.35,Positive
game,decent,0.16666666666666666,Positive
game,incomplete,0.0,Neutral
barracks,countdown,0.0,Neutral
diem,anal,0.0,Neutral
improvement,amazing,0.6000000000000001,Positive
menu,so lady,0.0,Neutral
game,light,0.4,Positive
campaign,solid,0.0,Neutral
crash,entire,0.0,Neutral
game,playable,0.0,Neutral
game,fun,0.3,Positive
campaign,terrible,-1.0,Negative
optimization,russian,0.0,Neutral
game,awful,-1.0,Negative
game,almost unplayable,-0.4,Negative
campaign,fine,0.4166666666666667,Positive
ward,most,0.5,Positive
people,positive,0.22727272727272727,Positive
game,good,0.7,Positive
ghost,good,0.7,Positive
map,playable,0.0,Neutral
gun,just plain unusable,-0.21428571428571427,Negative
tier,hardcore,0.0,Neutral
graphic,excellent,1.0,Positive
part,fun,0.3,Positive
reason,positive,0.22727272727272727,Positive
ban,false,-0.4000000000000001,Negative
people,well,0.0,Neutral
game,standard,0.0,Neutral
play,great,0.8,Positive
orion,well,0.0,Neutral
grave,grave,0.0,Neutral
word,beautiful,0.85,Positive
campaign,great,0.8,Positive
price,great,0.8,Positive
legend,good,0.7,Positive
campaign,actually good,0.7,Positive
ghost,new,0.13636363636363635,Positive
drop,simple,0.0,Neutral
campaign,good,0.7,Positive
beta,bad,-0.6999999999999998,Negative
gun,boring,-1.0,Negative
game,horrendous,0.0,Neutral
game,high,0.16,Positive
crash,long,-0.05,Negative
campaign,fresh,0.3,Positive
content,other,-0.125,Negative
people,just laughably bad,-0.6999999999999998,Negative
crash,able,0.5,Positive
game,tucker,0.0,Neutral
player,intel,0.0,Neutral
improvement,wise,0.7,Positive
game,fest,0.0,Neutral
code,bust,0.0,Neutral
people,more expensive,0.0,Neutral
ghost,absolute,0.2,Positive
game,good,0.7,Positive
boot,beg,0.0,Neutral
kid,old,0.1,Positive
match,scream,0.0,Neutral
friend,pretty bad,-0.22499999999999992,Negative
play,nice,0.6,Positive
rifle,well quick,0.3333333333333333,Positive
man,real,0.2,Positive
game,good,0.7,Positive
game,sour,-0.15000000000000002,Negative
terrorist,little,-0.1875,Negative
game,open,0.0,Neutral
flare,dark,-0.15,Negative
game,sneaky,0.0,Neutral
soap,able,0.5,Positive
price,struggle,0.0,Neutral
campaign,amazing,0.6000000000000001,Positive
game,glitchy,0.0,Neutral
story,fucking,-0.6,Negative
match,same,0.0,Neutral
rehash,old,0.1,Positive
place,many,0.5,Positive
story,fun,0.3,Positive
game,regular,0.0,Neutral
comeback,awesome,1.0,Positive
crash,so good,0.7,Positive
ward,negative,-0.3,Negative
flicker,uncontrollable,0.0,Neutral
game,solid,0.0,Neutral
problem,cool,0.35,Positive
instalment,worth,0.3,Positive
gunplay,general,0.05000000000000002,Positive
rework,explanatory,0.0,Neutral
server,open,0.0,Neutral
text,too basic,0.0,Neutral
fire,multiple,0.0,Neutral
biggie,decent,0.16666666666666666,Positive
crash,miss,0.0,Neutral
game,toxic,0.0,Neutral
crash,exact,0.25,Positive
vision,same,0.0,Neutral
aim,still overturn,0.0,Neutral
warfare,solid,0.0,Neutral
game,damn,0.0,Neutral
cod,amazing,0.6000000000000001,Positive
campaign,great,0.8,Positive
game,great,0.8,Positive
game,confident,0.5,Positive
people,funny,0.25,Positive
computer,very rare,0.39,Positive
play,crisp,0.25,Positive
player,fun,0.3,Positive
game,modern,0.2,Positive
warfare,only,0.0,Neutral
crash,current,0.0,Neutral
campaign,last,0.0,Neutral
game,really immersive,0.2,Positive
multiplayer,nice,0.6,Positive
op,fun,0.3,Positive
mode,endless,-0.125,Negative
crash,bad,-0.6999999999999998,Negative
game,new,0.13636363636363635,Positive
map,bad,-0.6999999999999998,Negative
game,great,0.8,Positive
craft,less free,0.11666666666666668,Positive
sensor,extremely inaccurate,-0.125,Negative
save,last,0.0,Neutral
weapon,automatic,0.0,Neutral
mate,prepared,0.0,Neutral
server,seamless,0.1,Positive
player,unbearable,0.0,Neutral
list,very strong,0.5633333333333334,Positive
player,little,-0.1875,Negative
developer,ridiculous,-0.3333333333333333,Negative
game,pretty good,0.475,Positive
campaign,well awesome,1.0,Positive
fuck,bad,-0.6999999999999998,Negative
stoner,modern,0.2,Positive
story,top,0.5,Positive
multiplayer,really solid,0.0,Neutral
multiplayer,more,0.5,Positive
map,really enjoyable,0.5,Positive
story,entire,0.0,Neutral
cod,mw2,0.0,Neutral
game,constant,0.0,Neutral
audio,only good,0.35,Positive
spam,perfect,1.0,Positive
amount,insane,-1.0,Negative
mp7,ballistic,0.0,Neutral
deus,utter,0.0,Neutral
system,second,0.0,Neutral
people,second,0.0,Neutral
campaign,just bad,-0.6999999999999998,Negative
a,bad,-0.6999999999999998,Negative
fun,fair,0.7,Positive
people,more,0.5,Positive
campaign,about second,0.0,Neutral
game,poorly optimise,-0.4,Negative
people,single,-0.07142857142857142,Negative
game,able,0.5,Positive
vision,anti,0.0,Neutral
toy,nice,0.6,Positive
multiplayer,pretty good,0.475,Positive
provide,well,0.0,Neutral
soap,left,0.0,Neutral
suck,first,0.25,Positive
verdict,good,0.7,Positive
care,free,0.4,Positive
survival,big,0.0,Neutral
multiplayer,enjoyable,0.5,Positive
scene,amazing,0.6000000000000001,Positive
couple,blockbuster,0.0,Neutral
care,free,0.4,Positive
survival,big,0.0,Neutral
game,less stable,-0.16666666666666666,Negative
guy,bad,-0.6999999999999998,Negative
gun,rata,0.0,Neutral
dumbledore,6th,0.0,Neutral
campaign,armoured,0.0,Neutral
veteran,impossible,-0.6666666666666666,Negative
thing,popular,0.6,Positive
map,good,0.7,Positive
code,strong,0.4333333333333333,Positive
crash,several,0.0,Neutral
warfare,modern,0.2,Positive
game,great,0.8,Positive
experience,bad,-0.6999999999999998,Negative
multiplayer,single,-0.07142857142857142,Negative
driver,hardcore,0.0,Neutral
state,very expensive,-0.65,Negative
game,good,0.7,Positive
game,proper,0.0,Neutral
system,great,0.8,Positive
campaign,good,0.7,Positive
war,satisfied,0.5,Positive
raid,very lacking,0.2,Positive
strike,memorable,0.5,Positive
soap,modern,0.2,Positive
fuck,verdant,0.0,Neutral
company,good,0.7,Positive
pacing,so consistent,0.25,Positive
mission,more,0.5,Positive
progression,true,0.35,Positive
game,as much,0.2,Positive
war,major,0.0625,Positive
battlefield,actual,0.0,Neutral
game,however much,0.2,Positive
gunplay,more,0.5,Positive
game,amazing,0.6000000000000001,Positive
problem,ridiculous,-0.3333333333333333,Negative
game,fair,0.7,Positive
match,different,0.0,Neutral
graphic,good,0.7,Positive
beta,low,0.0,Neutral
campaign,super fun,0.31666666666666665,Positive
fps,cheesy,-0.5,Negative
game,so bad,-0.6999999999999998,Negative
lot,however positive,0.22727272727272727,Positive
score,personal,0.0,Neutral
cod,shooter,0.0,Neutral
bummer,stupid,-0.7999999999999999,Negative
team,mic,0.0,Neutral
life,good,0.7,Positive
game,awesome,1.0,Positive
game,good,0.7,Positive
doz,slightly well,-0.16666666666666666,Negative
chat,truly wonderful,1.0,Positive
pc,frustrating,-0.4,Negative
opening,grand,0.5,Positive
game,doom,0.0,Neutral
game,pretty fun,0.275,Positive
review,positive,0.22727272727272727,Positive
player,huge,0.4000000000000001,Positive
lag,ridiculous,-0.3333333333333333,Negative
publisher,single,-0.07142857142857142,Negative
input,exact,0.25,Positive
stutter,bad,-0.6999999999999998,Negative
patch,sure,0.5,Positive
game,require,0.0,Neutral
exp,well,0.0,Neutral
game,exact,0.25,Positive
game,negative,-0.3,Negative
shit,ridiculous,-0.3333333333333333,Negative
multiplayer,awful,-1.0,Negative
hacking,good,0.7,Positive
game,previous,-0.16666666666666666,Negative
ward,well,0.0,Neutral
game,new,0.13636363636363635,Positive
content,worth,0.3,Positive
timer,mean,-0.3125,Negative
error,unreal,0.0,Neutral
fuck,fucking,-0.6,Negative
pussy,ill,-0.5,Negative
fuck,prestigious,0.0,Neutral
player,blue,0.0,Neutral
system,overall,0.0,Neutral
one,previous,-0.16666666666666666,Negative
deus,minimal,-0.1,Negative
game,bad,-0.6999999999999998,Negative
one,very enjoyable,0.65,Positive
game,more,0.5,Positive
