aspect,description,sentiment
review,unsubstantiated,0.0
unlock,dumb,-0.375
game,terrible,-1.0
game,almost unplayable,-0.4
amount,sad,-0.5
game,low,0.0
map,big,0.0
map,bad,-0.6999999999999998
quieter,happy,0.8
match,lose,-1.0
game,great,0.8
optimization,tedious,-0.5
game,playable,0.0
game,terrible,-1.0
matchmaking,terrible,-1.0
menu,small,-0.25
crash,many,0.5
update,first,0.25
game,enough,0.5
crash,constant,0.0
sense,previous,-0.16666666666666666
list,illogical,-1.0
map,otherwise good,0.7
smoke,well brown,1.0
skillet,medium,0.0
log,extra,0.0
roll,really tight,-0.17857142857142858
120f,golden,0.3
game,big,0.0
content,much,0.2
player,general,0.05000000000000002
game,realistic,0.16666666666666666
match,super,0.3333333333333333
play,current,0.0
server,laggy,-1.0
campaign,other,-0.125
thing,exciting,0.3
game,worth,0.3
game,great,0.8
campaign,top,0.5
campaign,incredibly short,0.0
map,excellent,1.0
customization,fantastic,0.4
mission,of neat,1.0
assist,absolutely ridiculous,-0.3333333333333333
assist,most,0.5
player,new,0.13636363636363635
rifle,practically identical,0.0
game,so enjoyable,0.5
game,way too easy,0.43333333333333335
rifle,good,0.7
play,good,0.7
release,lucky,0.3333333333333333
player,single,-0.07142857142857142
map,horrible,-1.0
lot,big,0.0
buck,expensive,-0.5
shit,bad,-0.6999999999999998
game,outdated,-0.4000000000000001
person,first,0.25
glitch,constant,0.0
game,fun,0.3
update,need,0.0
campaign,really good,0.7
story,good,0.7
game,hollow,-0.1
play,minimal,-0.1
map,terrible,-1.0
weapon,balanced,1.0
player,few,-0.2
fan,nice,0.6
campaign,stable,1.0
game,other,-0.125
game,most,0.5
workaround,incredibly annoying,-0.8
vida,frustrating,-0.4
game,that bad,-0.6999999999999998
developer,truly terrible,-1.0
game,free,0.4
campaign,really good,0.7
movement,alright,0.0
design,actually horrendous,-1.0
enemy,so loud,0.1
performance,low,0.0
shotgun,good,0.7
base,big,0.0
animation,good,0.7
ping,american,0.0
company,actual,0.0
visibility,sell,0.0
game,fun,0.3
skill,much,0.2
game,almost unplayable,-0.4
progression,such,0.0
game,more,0.5
matchmaking,usual,-0.25
sound,unplayable,-0.4
campaign,veteran,0.0
vehicle,armoured,0.0
play,right,0.2857142857142857
campaign,unbelievable,-0.25
challenge,able,0.5
crash,good,0.7
balance,complete,0.1
set,specific,0.0
way,other,-0.125
file,corrupted,-1.0
person,previous,-0.16666666666666666
ban,unfair,-0.5
system,new,0.13636363636363635
story,bad,-0.6999999999999998
gb,modern,0.2
optimization,third,0.0
vision,massive,0.0
game,unexpected,0.1
game,switch,0.0
crash,aware,0.25
gunplay,great,0.8
gun,good,0.7
map,ever good,0.7
server,fun,0.3
hell,most,0.5
people,well battlefield,1.0
friend,amazing,0.6000000000000001
cheat,anti,0.0
mode,fast,0.2
sense,lock,0.0
campaign,other,-0.125
campaign,great,0.8
campaign,cheap,0.4
beta,solid,0.5
markov,realistic,0.16666666666666666
addition,bad,-0.6999999999999998
noise,no different,0.0
ward,stubborn,-1.0
choice,really horrible,-1.0
car,individual,0.0
game,false,-0.4000000000000001
ban,false,-0.4000000000000001
ban,great,0.8
people,do,0.0
cheat,enough,0.5
appeal,innocent,0.5
crash,worth,0.3
amount,horrible,-1.0
game,present,0.0
spray,shitty fucking,-0.6
system,balled,0.0
litany,early,0.1
fuck,actual,0.0
game,multiple,0.0
people,more,0.5
half,utter,0.0
menu,slow,-0.30000000000000004
lobby,whole,0.2
drone,completely useless,-0.5
half,mimic,0.0
camping,fine,0.4166666666666667
game,good,0.7
game,random,-0.5
progress,beta,0.0
game,least,-0.3
solution,simple,0.0
game,more stable,0.75
campaign,multiple,0.0
rest,low,0.0
people,more,0.5
graphic,cut,0.0
drop,actually good,0.7
head,mag,0.0
cod,good,0.7
game,buggy,-1.0
campaign,very good,0.9099999999999999
mode,appreciate,1.0
game,amazing,0.6000000000000001
multiplayer,so boring,-1.0
matchmaking,horrible,-1.0
game,really nice,0.6
system,ridiculously bad,-0.6999999999999998
release,pretty good,0.475
issue,resolve,0.0
derby,less,-0.16666666666666666
campaign,little,-0.1875
game,consistent,0.25
game,hard,-0.2916666666666667
timer,much,0.2
game,enjoyable,0.5
game,major,0.0625
thing,decent,0.16666666666666666
graphic,typical,-0.16666666666666666
campaign,serious,-0.3333333333333333
issue,new,0.13636363636363635
game,very easy,0.5633333333333334
developer,insane,-1.0
challenge,other,-0.125
system,good,0.7
system,tactical,0.0
weapon,whole,0.2
way,frustratingly stupid,-0.7999999999999999
designer,few,-0.2
campaign,enough fair,0.6
campaign,pretty good,0.475
camping,bad,-0.6999999999999998
company,finished,0.0
story,original,0.375
development,well,1.0
people,mess,-0.175
story,fun,0.3
game,literally unplayable,-0.4
access,superb,1.0
achievement,black,-0.16666666666666666
mode,nice,0.6
campaign,amazing,0.6000000000000001
beta,so fucking,-0.6
multiplayer,bad,-0.6999999999999998
software,intensive,0.0
coop,easy,0.43333333333333335
game,big,0.0
map,absent,0.0
platform,absent,0.0
mode,miss,-1.0
map,really amazing,0.6000000000000001
spawn,few,-0.2
beta,last,0.0
ward,pathetic,-1.0
file,tweak,0.0
game,stable,1.0
game,obvious,0.0
shade,good,0.7
company,finished,0.0
warfare,modern,0.2
system,new,0.13636363636363635
weapon,high,0.16
map,same,0.0
game,much fast,0.2
force,bad,-0.6999999999999998
weapon,multiple,0.0
weapon,almost unusable,-1.0
profile,graphical,0.0
stutter,worth,0.3
system,very bad,-0.9099999999999998
assist,legal,0.2
game,flawed,-0.5
review,proper,0.5
consistency,short,0.0
execution,first,0.25
campaign,familiar,0.375
campaign,complete,0.1
scene,cool,0.35
review,true,0.35
system,new,0.13636363636363635
gun,unique,0.375
hardcore,private,0.0
option,full,0.35
people,miss,-1.0
system,just bad,-0.6999999999999998
game,outright,0.0
menu,cluttered,0.0
mw3,mw2,0.0
half,interesting,0.5
coop,interesting,0.5
design,silly,-0.5
jumping,very frustrating,-0.52
map,alright,0.0
multiplayer,finished,0.0
map,old,0.1
story,same,0.0
good,also decent,0.16666666666666666
game,whole,0.2
lot,certain,0.21428571428571427
community,great,0.8
grind,bad,-0.6999999999999998
bullet,little,-0.1875
rating,very good,0.9099999999999999
people,same,0.0
multiplayer,fun,0.3
warfare,great,0.8
game,static,0.5
game,most overpowered,0.5
launch,enjoyable,0.5
game,different,0.0
game,random,-0.5
none,few,-0.2
campaign,really good,0.7
people,so many,0.5
game,fun,0.3
valve,happy,0.8
game,entire,0.0
map,bad,-0.6999999999999998
game,fun,0.3
game,great,0.8
game,good,0.7
game,really good,0.7
port,whole,0.2
crash,several,0.0
campaign,great,0.8
mechanic,old,0.1
multiplayer,black,-0.16666666666666666
game,unfinished,-1.0
cheat,infest,-1.0
story,set,0.0
game,countless,0.0
game,main,0.16666666666666666
none,able,0.5
norm,unfinished,-1.0
campion,well,1.0
mission,extremely inconvenient,-0.6
option,private,0.0
text,implement,0.0
level,ridiculous,-0.3333333333333333
weapon,environmental,0.0
play,disable,-1.0
weapon,new,0.13636363636363635
game,too bad,-0.6999999999999998
hour,retarded,-0.8
voice,same,0.0
map,so good,0.7
driver,several,0.0
reason,main,0.16666666666666666
game,general,0.05000000000000002
disappointment,main,0.16666666666666666
campaign,general,0.05000000000000002
guy,mw2,0.0
ending,worth,0.3
lot,unfortunately buggy,-1.0
game,ultimately unplayable,-0.4
multiplayer,great,0.8
potential,proper,0.5
map,almost impossible,-0.6666666666666666
match,several,0.0
game,redeem,1.0
op,much,0.2
experience,easy,0.43333333333333335
call,good,0.7
play,many,0.5
flash,bad,-0.6999999999999998
performance,really fun,0.3
view,good,0.7
launch,disabled,-0.2
game,steep,-1.0
game,great,0.8
monkey,pretty sure,0.375
story,good,0.7
game,amazing,0.6000000000000001
screen,white,0.0
game,also annoying,-0.8
game,quite good,0.7
thing,few,-0.2
cut,dem,0.0
fuck,great,0.8
game,available,0.4
game,angry,-0.5
game,temporal,0.0
game,really blurry,-1.0
bot,fair,0.7
progression,absurd,-0.5
gun,lock,0.0
map,bad,-0.6999999999999998
none,few,-0.2
useless,inactive,-1.0
game,good,0.7
game,so many,0.5
game,crash,-1.0
game,sided,0.0
game,good,0.7
progression,retarded,-0.8
game,bad,-0.6999999999999998
mission,cool,0.35
man,other,-0.125
design,laggy,-1.0
release,buggy,-1.0
wife,good,0.7
game,again close,0.0
game,happy,0.8
campaign,more tactical,0.5
people,same,0.0
game,good,0.7
update,restart,0.0
possibility,only,0.0
file,fail,-0.5
multiplayer,good,0.7
gunplay,previous,-0.16666666666666666
game,unplayable,-0.4
multiplayer,other,-0.125
graphic,excellent,1.0
mission,very hard,-0.3791666666666667
target,blow,-1.0
patch,few,-0.2
crash,lengthy,-1.0
server,final,0.0
people,decent,0.16666666666666666
campaign,pretty good,0.475
game,really annoying,-0.8
game,bad,-0.6999999999999998
shit,last,0.0
game,bad,-0.6999999999999998
shadow,dark,-0.15
multiplayer,same,0.0
campaign,ugly,-0.7
vision,cold,-0.6
rat,net,0.0
cod,very clunky,-1.0
game,very streamlined,1.0
menu,so dense,-1.0
amount,unreal,1.0
state,ridiculous,-0.3333333333333333
beta,more stable,0.75
gun,reflex,0.0
hell,insane,-1.0
radio,small,-0.25
position,blooded,0.0
ghost,revert,-1.0
luck,practically impossible,-0.6666666666666666
cod,other,-0.125
matchmaking,well,1.0
game,less,-0.16666666666666666
spawn,just,0.0
dog,main,0.16666666666666666
campaign,ridiculous,-0.3333333333333333
checkpoint,whole,0.2
game,bad,-0.6999999999999998
priority,hardcore,0.0
player,visible,0.0
game,fun,0.3
multiplayer,own,0.6
sniper,inconsistent,-1.0
match,next,0.0
map,easy,0.43333333333333335
shooter,less,-0.16666666666666666
trade,fun,0.3
game,more,0.5
capture,amazing,0.6000000000000001
rifle,marksman,0.0
man,true,0.35
action,good,0.7
feature,little,-0.1875
tag,visual,0.0
ghost,very sexy,0.65
game,ultra,0.0
game,pretty great,0.525
game,minor,-0.05
game,really fun,0.3
crash,single,-0.07142857142857142
gunplay,low,0.0
game,new,0.13636363636363635
game,shitty,0.0
campaign,phenomenal,0.5
multiplayer,competitive,1.0
fuck,good,0.7
shit,simple,0.0
point,hard,-0.2916666666666667
one,different,0.0
person,triple,0.0
issue,more,0.5
friend,same,0.0
level,easy,0.43333333333333335
gold,of tedious,-0.5
story,usual,-0.25
emblem,most,0.5
orion,too easy,0.43333333333333335
mission,really of easy,0.43333333333333335
war,old,0.1
feature,more,0.5
post,new,0.13636363636363635
update,same,0.0
flicker,late,-0.3
driver,late,-0.3
storyline,single,-0.07142857142857142
coop,more,0.5
layout,totally worth,0.3
call,really good,0.7
game,few,-0.2
multiplayer,same,0.0
creativity,almost nonexistent,-1.0
experience,pretty bad,-0.22499999999999992
stuff,worth,0.3
feature,underdeveloped,0.0
price,very steep,-1.0
game,initial,0.0
unlocking,bad,-0.6999999999999998
people,good,0.7
assist,even funny,0.25
game,so many,0.5
glare,painful,-0.7
price,ashamed,-1.0
game,absolutely perfect,1.0
cod,same,0.0
map,decent,0.16666666666666666
waste,complete,0.1
game,good,0.7
crash,real,0.2
issue,resolve,0.0
issue,unstable,-1.0
state,still awful,-1.0
quality,average,-0.15
map,acceptable,0.0
weapon,average,-0.15
game,pretty fun,0.275
map,unplayable,-0.4
child,poor,-0.4
game,great,0.8
campaign,awesome,1.0
child,hilarious,0.5
crash,occasional,0.0
map,full,0.35
half,viable,0.0
game,crazy,-0.6
multiplayer,pretty entertaining,0.375
game,pretty cool,0.3
gunplay,single,-0.07142857142857142
order,terrible,-1.0
box,new,0.13636363636363635
game,cold,-0.6
grind,really slow,-0.30000000000000004
game,current,0.0
game,enjoyable,0.5
movement,much appreciate,1.0
beta,aesthetic,0.0
design,underwater,0.0
thing,anti,0.0
package,unique,0.375
progression,unbalanced,0.0
operator,other,-0.125
progression,great,0.8
map,so many,0.5
map,other,-0.125
issue,incredibly inconsistent,-1.0
op,flawless,1.0
mission,great,0.8
mission,classic,0.16666666666666666
progression,quick,0.3333333333333333
keybinding,single,-0.07142857142857142
people,undeserved,-0.3
state,few,-0.2
lot,veteran,0.0
game,unique,0.375
play,basic,0.0
crash,frequent,0.1
game,really bad,-0.6999999999999998
piece,hardcore,0.0
crash,graphical,0.0
game,buggy,-1.0
system,new,0.13636363636363635
play,extra,0.0
head,pretty fun,0.275
review,very honest,0.78
campaign,low,0.0
development,first,0.25
graphic,fresh,0.3
multiplayer,solid,0.5
der,most competitive,0.75
mode,pretty boring,-0.375
mode,same,0.0
player,more,0.5
military,modern,0.2
game,homeless,0.0
game,new,0.13636363636363635
camp,really easy,0.43333333333333335
driver,new,0.13636363636363635
game,unstable,-1.0
game,first,0.25
game,perfect,1.0
issue,big,0.0
headset,existent,0.0
inbox,very small,-0.325
dreaming,inaccurate,-1.0
graphic,low,0.0
game,good,0.7
game,most,0.5
content,worth,0.3
campaign,good,0.7
luck,good,0.7
war,fun,0.3
game,aesthetic,0.0
addict,asap,0.0
battle,first,0.25
price,steep,-1.0
game,good,0.7
problem,only,0.0
game,unplayable,-0.4
part,bad,-0.6999999999999998
gun,sad,-0.5
bane,full,0.35
graphic,beautiful,0.85
campaign,meh,0.0
story,as good,0.7
call,modern,0.2
monie,next,0.0
teammate,distinguish,0.0
warfare,good,0.7
version,utter,0.0
purchase,graphic,0.0
campaign,more,0.5
voice,disable,-1.0
hooker,worth,0.3
gunplay,fun,0.3
crashing,good,0.7
work,easy,0.43333333333333335
criticism,designate,0.0
critic,new,0.13636363636363635
world,new,0.13636363636363635
meal,gross,-0.5
artist,great,0.8
game,great,0.8
grind,pretty fun,0.275
campaign,personally favourite,0.0
coop,expansive,1.0
good,just angry,-0.5
game,modern,0.2
shit,real,0.2
nil,pretty,0.25
ghost,hot,0.25
none,save,0.0
game,bad,-0.6999999999999998
steam,good,0.7
issue,least,-0.3
campaign,as good,0.7
game,great,0.8
streamer,next,0.0
design,incredible,0.9
title,last,0.0
man,main,0.16666666666666666
multiplayer,standard,0.0
slider,long,-0.05
game,good,0.7
movement,more grounded,0.5
people,new,0.13636363636363635
streamer,relevant,0.4
issue,good,0.7
tag,digital,0.0
game,high,0.16
selection,too small,-0.25
ward,fun,0.3
mode,enough,0.5
game,low,0.0
game,good,0.7
map,just terrible,-1.0
crash,other,-0.125
weapon,more,0.5
game,competitive,1.0
assist,just that strong,0.4333333333333333
difference,that bad,-0.6999999999999998
console,last,0.0
refund,curious,-0.1
game,available,0.4
cod,entire,0.0
developer,broken,-0.4
feeling,great,0.8
lobby,old,0.1
game,more,0.5
rate,stable,1.0
game,new,0.13636363636363635
cod,modified,0.0
buy,bad,-0.6999999999999998
game,much,0.2
gunplay,great,0.8
story,somewhat nostalgic,-0.5
game,second,0.0
campaign,godawful,0.0
map,probably disable,-1.0
world,standard,0.0
sector,varied,0.0
engine,more,0.5
guy,literal,0.0
crash,complete,0.1
war,cold,-0.6
pix,ignoble,-1.0
conclude,nous,0.0
vision,anti,0.0
transition,seamless,0.1
campaign,fantastic,0.4
play,really good,0.7
game,really good,0.7
play,few,-0.2
list,miserable,-1.0
game,crazy,-0.6
game,actual,0.0
crap,unbalanced,0.0
call,black,-0.16666666666666666
game,fun,0.3
spawn,main,0.16666666666666666
buck,current,0.0
game,pure,0.21428571428571427
inability,insanely frustrating,-0.4
amount,so many,0.5
match,disconnect,0.0
brain,numb,-0.6
party,only enjoyable,0.25
gun,unbalanced,0.0
game,early,0.1
game,cut,0.0
system,revolutionary,1.0
people,good,0.7
campaign,previous,-0.16666666666666666
movement,kid,0.0
approach,poorly animate,-0.4
game,other,-0.125
player,good,0.7
situation,even bad,-0.6999999999999998
people,actually decent,0.16666666666666666
game,horrible,-1.0
game,more,0.5
game,fucking,-0.6
game,refund,1.0
experience,literal,0.0
nostalgia,fine,0.4166666666666667
multiplayer,fun,0.3
service,nonexistent,-1.0
game,buggy,-1.0
play,stellar,0.25
map,certain,0.21428571428571427
kill,prone,0.0
menu,awful,-1.0
crap,buggy,-1.0
campaign,more memorable,0.5
map,bad,-0.6999999999999998
thing,worth,0.3
map,so bad,-0.6999999999999998
play,most,0.5
game,frustrate,-1.0
game,pretty good,0.475
work,great,0.8
cod,last,0.0
campaign,too bad,-0.6999999999999998
game,unplayable,-0.4
communication,poor,-0.4
game,good,0.7
people,exact,0.25
option,awful,-1.0
game,more,0.5
day,final,0.0
requirement,unlock,0.0
developer,senseless,-1.0
run,stuck,-1.0
knife,same,0.0
game,great,0.8
game,utterly impossible,-0.6666666666666666
game,unplayable,-0.4
multiplayer,available,0.4
movement,great,0.8
animation,very good,0.9099999999999999
campaign,surely enjoyable,0.5
mode,main,0.16666666666666666
game,more stable,0.75
game,next,0.0
mode,available,0.4
developer,negative,-0.3
developer,graphic,0.0
developer,public,0.0
developer,graphic,0.0
update,major,0.0625
story,single,-0.07142857142857142
series,original,0.375
tf141,however highly gratifying,0.16
involvement,russian,0.0
movement,actual,0.0
multiplayer,okay,0.5
type,casual,-0.5000000000000001
game,however outright,0.0
change,fair,0.7
bug,loyal,0.3333333333333333
activation,full,0.35
game,tummy,0.0
mission,disgusting,-1.0
mission,stealth,0.0
game,good,0.7
player,empty,-0.1
foliage,float,0.0
level,very fake,-0.65
cod,current,0.0
player,first,0.25
flicker,weird,-0.5
amount,3rd,0.0
game,so much,0.2
docent,too much,0.2
people,major,0.0625
one,worth,0.3
thing,promises10,0.0
lot,different,0.0
bug,ridiculous,-0.3333333333333333
mode,unknown,-0.1
map,whole,0.2
pistol,good,0.7
game,worth,0.3
camping,big,0.0
lobby,old,0.1
game,terrible,-1.0
campaign,amazing,0.6000000000000001
game,open,0.0
driver,graphic,0.0
multiplayer,unplayable,-0.4
lot,good,0.7
campaign,excellent,1.0
multiplayer,little,-0.1875
game,worth,0.3
matchmaking,existent,0.0
call,overpriced,-1.0
norm,new,0.13636363636363635
use,polished,1.0
campaign,write,0.0
multiplayer,different,0.0
game,green,-0.2
lack,basic,0.0
game,def,0.0
game,fair,0.7
game,mini,0.0
campaign,mid,0.0
map,quick,0.3333333333333333
system,redundant,-0.2
people,more tactical,0.5
turd,polished,1.0
multiplayer,few,-0.2
optimization,low,0.0
card,hardcore,0.0
date,same,0.0
developer,black,-0.16666666666666666
people,fantastic,0.4
issue,bad,-0.6999999999999998
problem,fantastic,0.4
work,fun,0.3
map,pretty good,0.475
issue,enjoyment,1.0
map,actually fun,0.3
game,bad,-0.6999999999999998
multiplayer,clean,0.3666666666666667
gun,then call,0.0
game,previous,-0.16666666666666666
optimization,awful,-1.0
map,visual,0.0
ping,bad,-0.6999999999999998
mechanic,completely senseless,-1.0
soldier,other,-0.125
cover,right,0.2857142857142857
amount,sheer,0.0
one,unique,0.375
ards,colourful,0.0
game,perfectly fine,0.4166666666666667
fps,maxe,0.0
system,so far,0.1
lobby,great,0.8
buggy,other,-0.125
gunplay,competitive,1.0
balance,good,0.7
game,true,0.35
people,other,-0.125
game,so important,0.4
machine,adrenaline,0.0
game,most,0.5
menu,thus frustrating,-0.4
game,new,0.13636363636363635
game,just less,-0.16666666666666666
campaign,pretty good,0.475
campaign,buggy,-1.0
spike,horrible,-1.0
menu,few,-0.2
company,premium,0.0
menu,buggy,-1.0
gun,shiny,1.0
game,painfully average,-0.15
gun,pretty good,0.475
people,terrible,-1.0
player,heated,0.0
fix,solve,0.0
map,good,0.7
game,new,0.13636363636363635
game,inconsistent,-1.0
crash,racist,-1.0
player,worthless,-0.8
game,above,0.0
multiplayer,current,0.0
call,fun,0.3
look,sick,-0.7142857142857143
gunplay,intense,0.2
enemy,perfectly balanced,1.0
gold,solid,0.5
come,great,0.8
portion,fun,0.3
environment,just phenomenal,0.5
mission,such,0.0
voice,terrible,-1.0
hour,fun,0.3
kid,really bad,-0.6999999999999998
footstep,extremely loud,0.1
game,good,0.7
bug,little,-0.1875
game,enough connected,0.5
player,rather old,0.1
lack,different,0.0
review,other,-0.125
multiplayer,fun,0.3
map,more,0.5
player,most expensive,0.0
game,good,0.7
multiplayer,great,0.8
game,small,-0.25
game,good,0.7
bastard,cheap,0.4
graphic,great,0.8
gun,great,0.8
game,terrible,-1.0
der,kino,0.0
map,big,0.0
game,glad,0.5
programmer,good,0.7
game,fun,0.3
vision,full,0.35
multiplayer,classic,0.16666666666666666
thing,pretty fun,0.275
recoil,visual,0.0
visibility,present,0.0
gunplay,recent,0.0
map,high,0.16
screen,left,0.0
writer,incoherent,-0.20000000000000004
game,unfinished,-1.0
cod,other,-0.125
developer,ashamed,-1.0
game,single,-0.07142857142857142
one,broken,-0.4
1010i,hard,-0.2916666666666667
campaign,only few,-0.1
people,bad,-0.6999999999999998
company,old,0.1
game,good,0.7
game,fluid,0.0
vision,just pathetic,-1.0
gun,cold,-0.6
game,hot,0.25
game,super glitchy,0.3333333333333333
game,clear,0.10000000000000002
game,graphic,0.0
token,allotted,0.0
frame,less,-0.16666666666666666
story,attach,0.0
game,few,-0.2
movement,realistic,0.16666666666666666
bathing,few,-0.2
glitch,stuck,-1.0
move,friendly,0.375
damage,good,0.7
movement,good,0.7
vehicle,good,0.7
graphic,nice,0.6
player,old,0.1
mode,few,-0.2
campaign,great,0.8
perk,hard,-0.2916666666666667
design,bad,-0.6999999999999998
system,terrible,-1.0
matchmaking,average,-0.15
experiment,normal,0.15
game,many,0.5
ward,shooter,0.0
space,bad,-0.6999999999999998
campaign,good,0.7
lot,hardcore,0.0
game,good,0.7
thing,negative,-0.3
game,worth,0.3
vision,hard,-0.2916666666666667
party,whole,0.2
map,new,0.13636363636363635
map,soon enough,0.5
shame,partly unfinished,-1.0
mission,fun,0.3
multiplayer,odd,-0.16666666666666666
game,general,0.05000000000000002
title,personal,0.0
map,even bad,-0.6999999999999998
progression,meta,0.0
series,competitive,1.0
game,promise,1.0
death,angry,-0.5
screen,main,0.16666666666666666
game,crappy,-1.0
game,hideous,-1.0
spawn,hardcore,0.0
system,simple,0.0
cod,simple,0.0
multiplayer,good,0.7
multiplayer,just full,0.35
community,awesome,1.0
campaign,new,0.13636363636363635
gold,unlocked,0.0
player,strong,0.4333333333333333
friend,other,-0.125
toxicity,more,0.5
play,alright,0.0
game,good,0.7
update,hot,0.25
game,terrible,-1.0
spawn,unpolished,0.0
game,positive,0.22727272727272727
plenty,16thseasonal,0.0
crash,unlock,0.0
call,favourite,0.0
wall,votive,0.0
assist,unplayable,-0.4
multiplayer,least,-0.3
game,fun,0.3
campaign,worth,0.3
multiplayer,really fun,0.3
game,old,0.1
game,awesome,1.0
game,very impressed,1.0
crash,optimize,0.0
ask,simply outrageous,-1.0
game,basically impossible,-0.6666666666666666
game,worth,0.3
people,active,-0.13333333333333333
downside,enough,0.5
company,minor,-0.05
map,entire,0.0
battlefield,great,0.8
part,least,-0.3
call,bad,-0.6999999999999998
gun,big,0.0
player,less good,0.26666666666666666
mode,so good,0.7
game,quite short,0.0
kind,available,0.4
player,bored,-0.5
game,decent,0.16666666666666666
world,peaceful,0.25
map,new,0.13636363636363635
crash,just too much,0.2
ping,overall,0.0
story,old,0.1
hour,playtime,0.0
system,audio,0.0
progression,enable,0.0
camper,too much,0.2
multiplayer,good,0.7
pitch,warm,0.6
campaign,long,-0.05
game,sometimes flicker,-1.0
game,possible,0.0
lack,full,0.35
mission,most,0.5
campaign,great,0.8
hour,bad,-0.6999999999999998
game,good,0.7
game,broken,-0.4
problem,real,0.2
lot,new,0.13636363636363635
people,negative,-0.3
people,actually cheat,-1.0
play,extreme,-0.125
player,horrible,-1.0
hotbox,small,-0.25
player,pro,0.0
waste,break,-1.0
size,bad,-0.6999999999999998
lobby,overall,0.0
friend,more,0.5
game,straight,0.2
explanation,old,0.1
progression,undeniably bad,-0.6999999999999998
weapon,absolute,0.2
retention,important,0.4
game,really playable,0.2
strategy,real,0.2
one,bad,-0.6999999999999998
steam,ashamed,-1.0
game,few,-0.2
developer,old,0.1
maps,unstable,-1.0
game,so many,0.5
menu,randomly,-0.5
subtitle,good,0.7
slide,smooth,0.4
second,geometrical,0.0
review,legal,0.2
game,fun,0.3
beta,actual,0.0
campaign,interesting,0.5
graphic,great,0.8
customization,great,0.8
didst,more,0.5
review,usual,-0.25
game,good,0.7
game,constant,0.0
attempt,short,0.0
ruin,globalist,0.0
hardcore,only,0.0
goddamn,low,0.0
game,great,0.8
alpha,reliable,1.0
function,most basic,0.25
spawn,horrible,-1.0
spawn,especially horrible,-1.0
win,minimal,-0.1
play,graphic,0.0
vision,good,0.7
reason,mixed,0.0
game,fun,0.3
campaign,pretty good,0.475
error,quite noticeable,0.0
issue,patch,0.0
system,dead,-0.2
map,incredibly mediocre,-0.5
system,first,0.25
amount,insane,-1.0
campaign,excessive,-0.25
fun,damn,-1.0
loading,incredibly saggy,0.9
game,fucking,-0.6
diving,cool,0.35
game,unlock,0.0
crash,playable,0.0
retard,necessary,0.0
summit,global,0.0
one,kill,-1.0
map,extra,0.0
lmaosummarygame,fun,0.3
pacing,fun,0.3
campaign,original,0.375
tax,worth,0.3
multiplayer,good,0.7
footstep,graphic,0.0
map,really bad,-0.6999999999999998
player,terrible,-1.0
game,previous,-0.16666666666666666
ass,dumb,-0.375
gun,mid,0.0
game,fantastic,0.4
crashing,bad,-0.6999999999999998
thing,micro,0.0
improvement,last,0.0
price,extra,0.0
spend,last,0.0
assist,way too strong,0.4333333333333333
head,free,0.4
game,just fine,0.4166666666666667
setting,possible,0.0
steam,more,0.5
pc,high,0.16
game,beta,0.0
server,big,0.0
industry,experienced,0.8
teacher,limited,-0.07142857142857142
section,other,-0.125
fantasy,horizontal,0.0
overlap,key,0.0
thing,just blank,0.0
coop,main,0.16666666666666666
existent,double,0.0
purpose,whole,0.2
logic,same,0.0
sense,common,-0.3
mission,stealth,0.0
issue,useless,-0.5
bot,whole,0.2
didst,so hot,0.25
weapon,busy,0.1
mode,fun,0.3
mode,positive,0.22727272727272727
phase,fast,0.2
zombie,huge,0.4000000000000001
cheat,anti,0.0
shat,free,0.4
game,hardcore,0.0
campaign,fun,0.3
client,unclear,-1.0
player,full,0.35
gun,weird,-0.5
connection,fucking,-0.6
game,buggy,-1.0
game,other,-0.125
thing,major,0.0625
computer,more,0.5
gun,somewhat balanced,1.0
people,great,0.8
game,single,-0.07142857142857142
campaign,absolutely incredible,0.9
kind,absolutely incredible,0.9
player,bad,-0.6999999999999998
campaign,worth,0.3
reason,worth,0.3
penny,extra,0.0
campaign,nice,0.6
graphic,beautiful,0.85
veteran,dumb,-0.375
crash,wipe,0.0
game,big,0.0
multiplayer,last,0.0
lobby,disconnected,0.0
community,childish,-0.2
warfare,good,0.7
b210b,free,0.4
crash,awful,-1.0
component,well,1.0
campaign,very fun,0.39
patch,frozen,-1.0
assist,literally equal,0.0
corporation,giant,0.0
ii1010,amazing,0.6000000000000001
campaign,favourite,0.0
battlefield,too buggy,-1.0
gaming,rex,0.0
player,multi,0.0
mission,c130,0.0
mode,many,0.5
game,infamous,-0.5
map,visually distinct,0.3
graphic,terrible,-1.0
sake,new,0.13636363636363635
one,much,0.2
crash,modern,0.2
tweak,short,0.0
people,previous,-0.16666666666666666
game,greedy,-1.0
campaign,pretty engaging,0.325
crash,open,0.0
issue,opposite,0.0
game,hilarious,0.5
sniper,hit,0.0
weapon,balanced,1.0
system,perk,0.0
blast,beautiful,0.85
campaign,very sub,0.2
map,entire,0.0
game,very disappointed,-0.9750000000000001
movement,slow,-0.30000000000000004
ghost,bad,-0.6999999999999998
multiplayer,nice,0.6
review,later,0.0
game,perfect,1.0
game,terrific,0.5
game,wise,0.7
sound,very crisp,0.325
system,very cool,0.45499999999999996
boy,weak,-0.375
life,stack,0.0
fuck,hardcore,0.0
attachment,good,0.7
multiplayer,different,0.0
game,close,0.0
ward,new,0.13636363636363635
launch,total,0.0
